study_rank,sku,asof_date,reorder_flag,days_of_stock_left,suggested_reorder_qty,velocity_30d,units_sold_30d,units_sold_truth_30d,units_sold_velocity_30d,units_sold_source,revenue_exvat_gbp_30d,profit_exvat_gbp_30d,roi_exvat_30d,profit_per_unit_gbp_30d,value_velocity_gbp_per_day,missing_cogs_units,fx_missing_units,current_token_cost_gbp,break_even_price_gbp,expected_refund_cost_per_unit_gbp,roi_at_our_price_pct,roi_at_buy_box_price_pct,latest_price_confidence,b_money_confidence_state,b_bridge_values_safe_for_live_roi,profit_confidence,sales_truth_state,stock_signal,restock_business_ready,restock_decision_state,restock_readiness_confidence,restock_missing_proof,restock_evidence_role,missing_reason,missing_roi_reason,missing_roi_reason_detail,latest_daily_truth_date,latest_daily_truth_state,latest_daily_truth_units,latest_daily_truth_profit_gbp
59,6P-IWYA-X18B,2026-06-10,no,,0,0.0,0.0,0.0,0.0,velocity,,,,,,,,4.31,9.468743,0.0,,,listing_price_unproven,not_yet_proven,0,profit_missing,velocity_only,no,no,not_applicable_no_stock_signal,not_applicable,no_stock_signal;missing_roi;stock_only_no_sales_window;missing_current_price_proof;missing_refund_proof;missing_current_price;weak_refund_proof;bridge_labelled_money,evidence_only_not_buy_instruction,stock_only_no_sales_window;missing_current_price_proof;missing_refund_proof,stock_only_no_sales_window,stock_only_no_sales_window;missing_current_price_proof;missing_refund_proof,,,,
60,6Q-9G2A-IKVV,2026-06-10,no,,0,0.0,0.0,0.0,0.0,velocity,,,,,,,,7.29,12.195902,0.355902,8.629602,-18.80524,listing_price_fallback,not_yet_proven,0,profit_missing,velocity_only,no,no,not_applicable_no_stock_signal,not_applicable,no_stock_signal;missing_roi;stock_only_no_sales_window;bridge_labelled_money,evidence_only_not_buy_instruction,stock_only_no_sales_window,stock_only_no_sales_window,stock_only_no_sales_window,,,,
61,714810,2026-06-10,no,,0,0.0,0.0,0.0,0.0,velocity,,,,,,,,1.34,3.75,0.0,9.950249,9.950249,listing_price_current,not_yet_proven,0,profit_missing,velocity_only,no,no,not_applicable_no_stock_signal,not_applicable,no_stock_signal;missing_roi;stock_only_no_sales_window;bridge_labelled_money,evidence_only_not_buy_instruction,stock_only_no_sales_window,stock_only_no_sales_window,stock_only_no_sales_window,,,,
62,79-CPJ6-DSG6,2026-06-10,no,,0,0.0,0.0,0.0,0.0,velocity,,,,,,,,13.65,22.460404,0.0,79.594107,6.272984,listing_price_current,not_yet_proven,0,profit_missing,velocity_only,no,no,not_applicable_no_stock_signal,not_applicable,no_stock_signal;missing_roi;stock_only_no_sales_window;missing_refund_proof;weak_refund_proof;bridge_labelled_money,evidence_only_not_buy_instruction,stock_only_no_sales_window;missing_refund_proof,stock_only_no_sales_window,stock_only_no_sales_window;missing_refund_proof,,,,
63,7H-7G2P-ONWJ,2026-06-10,no,,0,0.0,0.0,0.0,0.0,velocity,,,,,,,,0.88,4.099111,0.0,,,listing_price_unproven,not_yet_proven,0,profit_missing,velocity_only,no,no,not_applicable_no_stock_signal,not_applicable,no_stock_signal;missing_roi;stock_only_no_sales_window;missing_current_price_proof;missing_refund_proof;missing_current_price;weak_refund_proof;bridge_labelled_money,evidence_only_not_buy_instruction,stock_only_no_sales_window;missing_current_price_proof;missing_refund_proof,stock_only_no_sales_window,stock_only_no_sales_window;missing_current_price_proof;missing_refund_proof,,,,
64,7M-48OU-23X3,2026-06-10,no,,0,0.0,0.0,0.0,0.0,velocity,,,,,,,,7.59,18.192727,0.0,28.642153,-31.195353,listing_price_fallback,not_yet_proven,0,profit_missing,velocity_only,no,no,not_applicable_no_stock_signal,not_applicable,no_stock_signal;missing_roi;stock_only_no_sales_window;missing_refund_proof;weak_refund_proof;bridge_labelled_money,evidence_only_not_buy_instruction,stock_only_no_sales_window;missing_refund_proof,stock_only_no_sales_window,stock_only_no_sales_window;missing_refund_proof,,,,
65,81-3DY5-BFOR,2026-06-10,no,,0,0.0,0.0,0.0,0.0,velocity,,,,,,,,7.64,13.385,0.0,,,listing_price_unproven,not_yet_proven,0,profit_missing,velocity_only,no,no,not_applicable_no_stock_signal,not_applicable,no_stock_signal;missing_roi;stock_only_no_sales_window;missing_current_price_proof;missing_refund_proof;missing_current_price;weak_refund_proof;bridge_labelled_money,evidence_only_not_buy_instruction,stock_only_no_sales_window;missing_current_price_proof;missing_refund_proof,stock_only_no_sales_window,stock_only_no_sales_window;missing_current_price_proof;missing_refund_proof,,,,
66,8M-NHB7-T8TR,2026-06-10,no,,0,0.0,0.0,0.0,0.0,velocity,,,,,,,,15.26,22.855,0.0,10.561381,10.561381,listing_price_fallback,not_yet_proven,0,profit_missing,velocity_only,no,no,not_applicable_no_stock_signal,not_applicable,no_stock_signal;missing_roi;stock_only_no_sales_window;bridge_labelled_money,evidence_only_not_buy_instruction,stock_only_no_sales_window,stock_only_no_sales_window,stock_only_no_sales_window,,,,
67,8R-E0Y9-0LAU,2026-06-10,no,,0,0.0,0.0,0.0,0.0,velocity,,,,,,,,35.664706,53.31746,0.0,7.708481,-9.792482,listing_price_current,not_yet_proven,0,profit_missing,velocity_only,no,no,not_applicable_no_stock_signal,not_applicable,no_stock_signal;missing_roi;stock_only_no_sales_window;missing_refund_proof;weak_refund_proof;bridge_labelled_money,evidence_only_not_buy_instruction,stock_only_no_sales_window;missing_refund_proof,stock_only_no_sales_window,stock_only_no_sales_window;missing_refund_proof,,,,
68,8W-I703-VOFQ,2026-06-10,no,,0,0.0,0.0,0.0,0.0,velocity,,,,,,,,9.95,21.265,7.225,-53.668342,-88.174204,listing_price_current,not_yet_proven,0,profit_missing,velocity_only,no,no,not_applicable_no_stock_signal,not_applicable,no_stock_signal;missing_roi;stock_only_no_sales_window;bridge_labelled_money,evidence_only_not_buy_instruction,stock_only_no_sales_window,stock_only_no_sales_window,stock_only_no_sales_window,,,,
69,9X-7TBD-NA16,2026-06-10,no,,0,0.0,0.0,0.0,0.0,velocity,,,,,,,,1.99,6.138188,0.0,,,listing_price_unproven,not_yet_proven,0,profit_missing,velocity_only,no,no,not_applicable_no_stock_signal,not_applicable,no_stock_signal;missing_roi;stock_only_no_sales_window;missing_current_price_proof;missing_refund_proof;missing_current_price;weak_refund_proof;bridge_labelled_money,evidence_only_not_buy_instruction,stock_only_no_sales_window;missing_current_price_proof;missing_refund_proof,stock_only_no_sales_window,stock_only_no_sales_window;missing_current_price_proof;missing_refund_proof,,,,
70,9X-HL62-83C7,2026-06-10,no,,0,0.0,0.0,0.0,0.0,velocity,,,,,,,,1.99,5.707103,0.0,-45.164314,-77.827631,listing_price_current,not_yet_proven,0,profit_missing,velocity_only,no,no,not_applicable_no_stock_signal,not_applicable,no_stock_signal;missing_roi;stock_only_no_sales_window;missing_refund_proof;weak_refund_proof;bridge_labelled_money,evidence_only_not_buy_instruction,stock_only_no_sales_window;missing_refund_proof,stock_only_no_sales_window,stock_only_no_sales_window;missing_refund_proof,,,,
