sku,lot_id,sent_to_fba,existing_tokens,tokens_created,cost_per_unit,order_date
GK-YI4S-C158,GK-YI4S-C1582,12,2,10,2.55,10/10/24
4V-19KJ-15J4,4V-19KJ-15J41,48,0,48,0.32,10/10/24
IB-PMXX-S0AE,IB-PMXX-S0AE1,25,0,25,1.13,10/10/24
M4-MV10-9TX7,M4-MV10-9TX71,9,0,9,1.04,10/10/24
LW-0BSW-ZD88,LW-0BSW-ZD881,48,0,48,0.7,10/10/24
DY-51D1-CSIX,DY-51D1-CSIX3,24,0,24,2.5,9/10/24
N9-IOWG-NGD9,N9-IOWG-NGD91,10,0,10,4.44,9/10/24
MN-LXY0-1MMT,MN-LXY0-1MMT1,6,0,6,7.68,8/10/24
46-MOBK-YBS1,46-MOBK-YBS11,12,0,12,6.84,8/10/24
MF-FBAW-SRXY,MF-FBAW-SRXY1,18,0,18,7.64,8/10/24
BB-JN90-IUUP,BB-JN90-IUUP1,12,0,12,7.64,8/10/24
3T-6QPR-E2MV,3T-6QPR-E2MV1,30,22,8,4.4,8/10/24
81-3DY5-BFOR,81-3DY5-BFOR1,12,4,8,7.64,8/10/24
OP-0TPO-SB3I,OP-0TPO-SB3I2,20,0,20,7.64,8/10/24
1W-8WI9-7AUU,1W-8WI9-7AUU2,18,0,18,2.42,8/10/24
FA-LRV6-YRFW,FA-LRV6-YRFW1,18,0,18,7.68,8/10/24
7W-PCZV-CX51,7W-PCZV-CX511,12,0,12,7.06,9/9/24
94-X6R7-SCOW,94-X6R7-SCOW1,6,0,6,3.47,9/9/24
1W-8WI9-7AUU,1W-8WI9-7AUU1,12,0,12,2.98,9/9/24
SH-RGTH-QQM2,SH-RGTH-QQM21,6,0,6,4.99,9/9/24
JX-Q0XX-QBZ2,JX-Q0XX-QBZ21,6,0,6,8.95,9/9/24
3V-HQSI-8QRU,3V-HQSI-8QRU1,6,0,6,3.97,9/9/24
4C-6VFW-JO2C,4C-6VFW-JO2C1,12,0,12,3.0,9/9/24
OP-0TPO-SB3I,OP-0TPO-SB3I1,12,0,12,9.42,9/9/24
1P-BRGG-P0N6,1P-BRGG-P0N61,15,0,15,3.07,9/9/24
JE-D4LO-O2JD,JE-D4LO-O2JD1,30,0,30,1.68,1/8/24
Z3-HICR-CPBW,Z3-HICR-CPBW1,30,0,30,7.76,1/8/24
OO-KLJU-ZBO9,OO-KLJU-ZBO91,7,0,7,7.59,1/8/24
2S-T29M-BDIZ,2S-T29M-BDIZ2,3,0,3,7.59,1/8/24
OZ-3NKR-VLYG,OZ-3NKR-VLYG2,90,0,90,1.64,7/10/24
OI-0483-CBVX,OI-0483-CBVX1,10,0,10,1.39,7/10/24
BM-1O5E-RW8I,BM-1O5E-RW8I1,60,0,60,0.95,7/10/24
WR-3V7D-BB7Z,WR-3V7D-BB7Z1,30,0,30,0.98,7/10/24
6L-SDA9-P13J,6L-SDA9-P13J1,60,0,60,2.44,7/10/24
3Z-45IC-N1H4,3Z-45IC-N1H41,24,0,24,2.47,7/10/24
NY-AI90-84GR,NY-AI90-84GR1,10,0,10,5.86,7/10/24
W3-H7LU-CTRI,W3-H7LU-CTRI1,60,0,60,3.33,7/10/24
JY-781R-EYHZ,JY-781R-EYHZ1,120,0,120,1.32,7/10/24
DY-51D1-CSIX,DY-51D1-CSIX2,12,0,12,2.5,7/10/24
BU-H22U-ACK3,BU-H22U-ACK32,65,0,65,1.99,2/10/2024
U1-M5BM-8F5W,U1-M5BM-8F5W2,20,9,11,13.0,10/2/2024
MY-KL21-NMV5,MY-KL21-NMV51,12,0,12,18.5,10/2/2024
SU-JM8R-2U82,SU-JM8R-2U822,35,0,35,6.95,10/2/2024
ZU-VG38-OF3L,ZU-VG38-OF3L1,4,0,4,18.54,2/10/24
IB-U5FA-BO2Y,IB-U5FA-BO2Y2,10,1,9,18.54,2/10/24
EE-KTDC-KCFY,EE-KTDC-KCFY2,45,9,36,3.25,2/10/24
93-TB6X-UKTU,93-TB6X-UKTU2,30,0,30,1.57,2/10/24
M5-EOFN-2WPJ,M5-EOFN-2WPJ2,60,0,60,1.54,2/10/24
XH-0LAE-FQO5,XH-0LAE-FQO52,230,148,82,3.11,2/10/24
VF-3T0K-DR5O,VF-3T0K-DR5O2,200,0,200,2.09,2/10/24
4U-9ZL6-9G0Y,4U-9ZL6-9G0Y1,1152,1,1151,1.21,2/10/24
TL-AUNR-5YK0,TL-AUNR-5YK01,12,0,12,6.1,2/10/24
GA-9DTN-9O1E,GA-9DTN-9O1E1,10,7,3,17.25,2/10/24
7I-1717-OHRW,7I-1717-OHRW1,50,0,50,5.01,2/10/24
E0-9FJI-8AD2,E0-9FJI-8AD21,50,0,50,5.04,2/10/24
0N-VZG5-JH06,0N-VZG5-JH061,50,0,50,5.04,2/10/24
6P-IWYA-X18B,6P-IWYA-X18B1,50,29,21,4.48,2/10/24
TK-2H97-E7UH,TK-2H97-E7UH2,56,0,56,2.25,2/10/24
2U-EUMC-7E5P,2U-EUMC-7E5P1,14,0,14,3.95,2/10/24
6H-ZZN4-I77B,6H-ZZN4-I77B2,6,0,6,2.0,2/10/24
D1-LSS7-93U8,D1-LSS7-93U81,12,0,12,2.01,2/10/24
QM-QAGK-D2UQ,QM-QAGK-D2UQ1,12,0,12,2.6,2/10/24
10-PGVO-YV15,10-PGVO-YV152,6,0,6,2.25,2/10/24
HI-4CXM-9WVU,HI-4CXM-9WVU1,18,0,18,2.97,2/10/24
90-0G83-3P0X,90-0G83-3P0X1,11,0,11,7.15,2/10/24
V5-VWRV-4S7K,V5-VWRV-4S7K2,36,0,36,2.83,2/10/24
DY-51D1-CSIX,DY-51D1-CSIX1,12,0,12,2.5,1/10/24
SC-LYFM-ORXK,SC-LYFM-ORXK2,30,0,30,4.2,1/9/24
12-749B-9EB5,12-749B-9EB51,50,0,50,7.59,1/9/24
2T-07RT-8IMX,2T-07RT-8IMX1,12,0,12,8.7,1/10/24
J2-N9NA-57NA,J2-N9NA-57NA2,35,0,35,1.95,1/10/24
2U-4KLP-68HB,2U-4KLP-68HB2,60,0,60,5.86,1/10/24
6E-GK4T-QBFF,6E-GK4T-QBFF2,30,0,30,5.49,1/10/24
NO-N6RP-Y30Q,NO-N6RP-Y30Q2,100,0,100,4.48,1/10/24
1Q-OTO8-JG8E,1Q-OTO8-JG8E2,100,0,100,4.48,1/10/24
M5-71MK-T0DL,M5-71MK-T0DL1,200,1,199,4.48,1/10/24
MU-717K-DELS,MU-717K-DELS1,20,0,20,6.14,5/8/24
WB-6YBC-16X8,WB-6YBC-16X81,15,0,15,7.59,1/9/24
C0-RG54-30FA,C0-RG54-30FA1,25,0,25,7.59,1/9/24
A2-T2AC-TW3L,A2-T2AC-TW3L2,360,200,160,4.14,16/9/24
DV-USYD-8WR2,DV-USYD-8WR23,8,0,8,18.72,16/9/24
PH-M7S4-05R5,PH-M7S4-05R51,12,0,12,18.72,16/9/24
4U-9ZL6-9GOY,4U-9ZL6-9GOY1,384,0,384,1.2,7/9/24
0X-VJWI-4OT8,0X-VJWI-4OT81,12,0,12,4.29,6/9/24
HY-VZF3-EFS3,HY-VZF3-EFS31,22,0,22,4.85,6/9/24
IO-9ZD2-3HDO,IO-9ZD2-3HDO1,36,0,36,5.05,6/9/24
ZI-1MA2-8QGC,ZI-1MA2-8QGC1,8,5,3,8.48,6/9/24
KE-WQ91-B6JF,KE-WQ91-B6JF1,8,0,8,3.68,6/9/24
MW-9K5M-VKW8,MW-9K5M-VKW82,40,0,40,13.65,9/5/2024
DV-USYD-8WR2,DV-USYD-8WR22,12,0,12,18.72,5/9/24
QB-I6MR-7F61,QB-I6MR-7F611,10,0,10,11.6,9/5/2024
U1-M5BM-8F5W,U1-M5BM-8F5W1,20,0,20,13.0,9/5/2024
M5-EOFN-2WPJ,M5-EOFN-2WPJ1,50,0,50,1.54,3/9/24
93-TB6X-UKTU,93-TB6X-UKTU1,50,0,50,1.57,3/9/24
3L-1I88-19GF,3L-1I88-19GF1,60,0,60,4.35,3/9/24
10-PGVO-YV15,10-PGVO-YV151,36,0,36,1.91,3/9/24
TE-PYY9-E5X8,TE-PYY9-E5X81,90,0,90,1.66,3/9/24
TK-2H97-E7UH,TK-2H97-E7UH1,84,0,84,1.91,3/9/24
V5-VWRV-4S7K,V5-VWRV-4S7K1,30,0,30,2.83,3/9/24
6E-GK4T-QBFF,6E-GK4T-QBFF1,100,0,100,5.49,1/8/24
4F-HT42-FD26,4F-HT42-FD261,40,31,9,3.17,30/8/24
ON-XPCR-TAZW,ON-XPCR-TAZW1,40,0,40,3.17,30/8/24
AI-IG9I-YB5A,AI-IG9I-YB5A1,10,0,10,7.13,30/8/24
BQ-O3OI-FTJU,BQ-O3OI-FTJU1,40,37,3,6.5,30/8/24
SZ-UL4K-SE7W,SZ-UL4K-SE7W1,200,0,200,3.17,30/8/24
EH-ZRT0-U4YM,EH-ZRT0-U4YM1,30,0,30,3.22,5/8/24
J2-N9NA-57NA,J2-N9NA-57NA1,30,0,30,1.95,30/8/24
49-4UKW-G81R,49-4UKW-G81R1,60,59,1,3.17,30/8/24
1Q-OTO8-JG8E,1Q-OTO8-JG8E1,200,0,200,4.48,30/8/24
2U-4KLP-68HB,2U-4KLP-68HB1,20,0,20,5.86,1/8/24
NO-N6RP-Y30Q,NO-N6RP-Y30Q1,100,0,100,4.48,20/8/24
XB-PLFM-VNLX,XB-PLFM-VNLX1,15,0,15,0.69,30/8/24
B7-9S5E-KOHG,B7-9S5E-KOHG1,48,0,48,18.75,30/8/24
SU-JM8R-2U82,SU-JM8R-2U821,12,5,7,6.95,8/22/2024
SC-LYFM-ORXK,SC-LYFM-ORXK1,44,16,28,4.2,1/8/24
2S-T29M-BDIZ,2S-T29M-BDIZ1,7,0,7,7.59,1/8/24
EO-RQ6J-PAPY,EO-RQ6J-PAPY1,6,0,6,7.59,1/8/24
WT-LPJW-NOXR,WT-LPJW-NOXR1,6,0,6,7.59,1/8/24
D3-R4XE-XV0R,D3-R4XE-XV0R1,4,0,4,15.29,29/8/24
R4-IXFX-2AQQ,R4-IXFX-2AQQ1,25,0,25,3.96,29/8/24
EQ-EZL7-FAU3,EQ-EZL7-FAU31,60,0,60,3.96,29/8/24
YV-2E21-62SB,YV-2E21-62SB1,180,0,180,2.63,29/8/24
VF-3T0K-DR5O,VF-3T0K-DR5O1,800,793,7,2.19,29/8/24
BU-H22U-ACK3,BU-H22U-ACK31,23,0,23,1.99,28/8/24
OZ-3NKR-VLYG,OZ-3NKR-VLYG1,24,1,23,1.64,28/8/24
8N-DRTH-Z7K0,8N-DRTH-Z7K01,18,0,18,4.69,28/8/24
KR-H2ZK-DRS7,KR-H2ZK-DRS71,45,0,45,11.59,28/8/24
DV-USYD-8WR2,DV-USYD-8WR21,6,4,2,18.79,28/8/24
