posted_date,transaction_type,transaction_id,description,total_amount,currency,status,marketplace_id,inbound_shipment_id,related_identifiers,breakdowns
2026-02-17T23:04:29Z,Shipment,v1bzdcl5eZj8_Hbk6hSeTxGHg2bL_P5F8BXFkQ-E8fM,Order Payment,6.59,GBP,,,,"[{""relatedIdentifierName"":""FINANCIAL_EVENT_GROUP_ID"",""relatedIdentifierValue"":""Jr2fK4Tgr1HBu7ZEcSpKoeDGNYcOWciBhr-kQ1aLFJU""},{""relatedIdentifierName"":""SHIPMENT_ID"",""relatedIdentifierValue"":""106173265519302""},{""relatedIdentifierName"":""SETTLEMENT_ID"",""relatedIdentifierValue"":""26434792582""},{""relatedIdentifierName"":""ORDER_ID"",""relatedIdentifierValue"":""202-3170694-8613950""},{""relatedIdentifierName"":""DEFERRED_TRANSACTION_ID"",""relatedIdentifierValue"":""cZPjpjhEzn08ayBJRmFZ_KPr5FcQMxuP-UwYwNUoVf8""}]","[{""breakdownType"":""Sales"",""breakdownAmount"":{""currencyAmount"":11.49,""currencyCode"":""GBP""},""breakdowns"":[{""breakdownType"":""ProductCharges"",""breakdownAmount"":{""currencyAmount"":9.57,""currencyCode"":""GBP""},""breakdowns"":null},{""breakdownType"":""Tax"",""breakdownAmount"":{""currencyAmount"":1.92,""currencyCode"":""GBP""},""breakdowns"":null}]},{""breakdownType"":""Expenses"",""breakdownAmount"":{""currencyAmount"":-4.9,""currencyCode"":""GBP""},""breakdowns"":[{""breakdownType"":""DigitalServicesFee"",""breakdownAmount"":{""currencyAmount"":-0.09,""currencyCode"":""GBP""},""breakdowns"":[{""breakdownType"":""DigitalServicesFee"",""breakdownAmount"":{""currencyAmount"":-0.09,""currencyCode"":""GBP""},""breakdowns"":[{""breakdownType"":""Base"",""breakdownAmount"":{""currencyAmount"":-0.08,""currencyCode"":""GBP""},""breakdowns"":[]},{""breakdownType"":""Tax"",""breakdownAmount"":{""currencyAmount"":-0.01,""currencyCode"":""GBP""},""breakdowns"":[]}]}]},{""breakdownType"":""AmazonFees"",""breakdownAmount"":{""currencyAmount"":-4.81,""currencyCode"":""GBP""},""breakdowns"":[{""breakdownType"":""FBAPerUnitFulfillmentFee"",""breakdownAmount"":{""currencyAmount"":-3.03,""currencyCode"":""GBP""},""breakdowns"":[{""breakdownType"":""Base"",""breakdownAmount"":{""currencyAmount"":-2.52,""currencyCode"":""GBP""},""breakdowns"":[]},{""breakdownType"":""Tax"",""breakdownAmount"":{""currencyAmount"":-0.51,""currencyCode"":""GBP""},""breakdowns"":[]}]},{""breakdownType"":""Commission"",""breakdownAmount"":{""currencyAmount"":-1.78,""currencyCode"":""GBP""},""breakdowns"":[{""breakdownType"":""Base"",""breakdownAmount"":{""currencyAmount"":-1.49,""currencyCode"":""GBP""},""breakdowns"":[]},{""breakdownType"":""Tax"",""breakdownAmount"":{""currencyAmount"":-0.29,""currencyCode"":""GBP""},""breakdowns"":[]}]}]}]}]"
2026-02-17T23:23:18Z,Shipment,Wm9i1eToAFl7FN0giS4rpwwFa0nDPLFp6lT96wIvIyY,Order Payment,2.97,GBP,,,,"[{""relatedIdentifierName"":""FINANCIAL_EVENT_GROUP_ID"",""relatedIdentifierValue"":""Jr2fK4Tgr1HBu7ZEcSpKoeDGNYcOWciBhr-kQ1aLFJU""},{""relatedIdentifierName"":""SHIPMENT_ID"",""relatedIdentifierValue"":""105981556415302""},{""relatedIdentifierName"":""SETTLEMENT_ID"",""relatedIdentifierValue"":""26434792582""},{""relatedIdentifierName"":""ORDER_ID"",""relatedIdentifierValue"":""202-4064580-0573930""},{""relatedIdentifierName"":""DEFERRED_TRANSACTION_ID"",""relatedIdentifierValue"":""3FAlcSohhaBJ_Y52YwsR6hpIv5E_z3JC15LXXSaRxKg""}]","[{""breakdownType"":""Sales"",""breakdownAmount"":{""currencyAmount"":5.77,""currencyCode"":""GBP""},""breakdowns"":[{""breakdownType"":""ProductCharges"",""breakdownAmount"":{""currencyAmount"":4.81,""currencyCode"":""GBP""},""breakdowns"":null},{""breakdownType"":""Tax"",""breakdownAmount"":{""currencyAmount"":0.96,""currencyCode"":""GBP""},""breakdowns"":null}]},{""breakdownType"":""Expenses"",""breakdownAmount"":{""currencyAmount"":-2.8,""currencyCode"":""GBP""},""breakdowns"":[{""breakdownType"":""DigitalServicesFee"",""breakdownAmount"":{""currencyAmount"":-0.07,""currencyCode"":""GBP""},""breakdowns"":[{""breakdownType"":""DigitalServicesFee"",""breakdownAmount"":{""currencyAmount"":-0.07,""currencyCode"":""GBP""},""breakdowns"":[{""breakdownType"":""Base"",""breakdownAmount"":{""currencyAmount"":-0.05,""currencyCode"":""GBP""},""breakdowns"":[]},{""breakdownType"":""Tax"",""breakdownAmount"":{""currencyAmount"":-0.02,""currencyCode"":""GBP""},""breakdowns"":[]}]}]},{""breakdownType"":""AmazonFees"",""breakdownAmount"":{""currencyAmount"":-2.73,""currencyCode"":""GBP""},""breakdowns"":[{""breakdownType"":""FBAPerUnitFulfillmentFee"",""breakdownAmount"":{""currencyAmount"":-1.83,""currencyCode"":""GBP""},""breakdowns"":[{""breakdownType"":""Base"",""breakdownAmount"":{""currencyAmount"":-1.52,""currencyCode"":""GBP""},""breakdowns"":[]},{""breakdownType"":""Tax"",""breakdownAmount"":{""currencyAmount"":-0.31,""currencyCode"":""GBP""},""breakdowns"":[]}]},{""breakdownType"":""Commission"",""breakdownAmount"":{""currencyAmount"":-0.9,""currencyCode"":""GBP""},""breakdowns"":[{""breakdownType"":""Base"",""breakdownAmount"":{""currencyAmount"":-0.75,""currencyCode"":""GBP""},""breakdowns"":[]},{""breakdownType"":""Tax"",""breakdownAmount"":{""currencyAmount"":-0.15,""currencyCode"":""GBP""},""breakdowns"":[]}]}]}]}]"
2026-02-17T23:24:11Z,Shipment,Yki4fMthFgkanB6WrVBlvV1SR-jpzm2moUBlkuAmlws,Order Payment,2.85,GBP,,,,"[{""relatedIdentifierName"":""FINANCIAL_EVENT_GROUP_ID"",""relatedIdentifierValue"":""Jr2fK4Tgr1HBu7ZEcSpKoeDGNYcOWciBhr-kQ1aLFJU""},{""relatedIdentifierName"":""SHIPMENT_ID"",""relatedIdentifierValue"":""106179750391302""},{""relatedIdentifierName"":""SETTLEMENT_ID"",""relatedIdentifierValue"":""26434792582""},{""relatedIdentifierName"":""ORDER_ID"",""relatedIdentifierValue"":""204-4577600-5591522""},{""relatedIdentifierName"":""DEFERRED_TRANSACTION_ID"",""relatedIdentifierValue"":""AUijiTEQOEzTSlJMziBG1Ky2JAuufcRljoVV-egSfdg""}]","[{""breakdownType"":""Sales"",""breakdownAmount"":{""currencyAmount"":5.57,""currencyCode"":""GBP""},""breakdowns"":[{""breakdownType"":""ProductCharges"",""breakdownAmount"":{""currencyAmount"":4.64,""currencyCode"":""GBP""},""breakdowns"":null},{""breakdownType"":""Tax"",""breakdownAmount"":{""currencyAmount"":0.93,""currencyCode"":""GBP""},""breakdowns"":null}]},{""breakdownType"":""Expenses"",""breakdownAmount"":{""currencyAmount"":-2.72,""currencyCode"":""GBP""},""breakdowns"":[{""breakdownType"":""DigitalServicesFee"",""breakdownAmount"":{""currencyAmount"":-0.04,""currencyCode"":""GBP""},""breakdowns"":[{""breakdownType"":""DigitalServicesFee"",""breakdownAmount"":{""currencyAmount"":-0.04,""currencyCode"":""GBP""},""breakdowns"":[{""breakdownType"":""Base"",""breakdownAmount"":{""currencyAmount"":-0.04,""currencyCode"":""GBP""},""breakdowns"":[]}]}]},{""breakdownType"":""AmazonFees"",""breakdownAmount"":{""currencyAmount"":-2.68,""currencyCode"":""GBP""},""breakdowns"":[{""breakdownType"":""FBAPerUnitFulfillmentFee"",""breakdownAmount"":{""currencyAmount"":-1.82,""currencyCode"":""GBP""},""breakdowns"":[{""breakdownType"":""Base"",""breakdownAmount"":{""currencyAmount"":-1.52,""currencyCode"":""GBP""},""breakdowns"":[]},{""breakdownType"":""Tax"",""breakdownAmount"":{""currencyAmount"":-0.3,""currencyCode"":""GBP""},""breakdowns"":[]}]},{""breakdownType"":""Commission"",""breakdownAmount"":{""currencyAmount"":-0.86,""currencyCode"":""GBP""},""breakdowns"":[{""breakdownType"":""Base"",""breakdownAmount"":{""currencyAmount"":-0.72,""currencyCode"":""GBP""},""breakdowns"":[]},{""breakdownType"":""Tax"",""breakdownAmount"":{""currencyAmount"":-0.14,""currencyCode"":""GBP""},""breakdowns"":[]}]}]}]}]"
2026-02-17T23:25:37Z,Shipment,dOm_d9IMOrnAGwuDj-H6nkMLOJW__oRXj_lpOnYYSJI,Order Payment,3.38,GBP,,,,"[{""relatedIdentifierName"":""FINANCIAL_EVENT_GROUP_ID"",""relatedIdentifierValue"":""Jr2fK4Tgr1HBu7ZEcSpKoeDGNYcOWciBhr-kQ1aLFJU""},{""relatedIdentifierName"":""SHIPMENT_ID"",""relatedIdentifierValue"":""106198232857302""},{""relatedIdentifierName"":""SETTLEMENT_ID"",""relatedIdentifierValue"":""26434792582""},{""relatedIdentifierName"":""ORDER_ID"",""relatedIdentifierValue"":""206-0030846-7429913""},{""relatedIdentifierName"":""DEFERRED_TRANSACTION_ID"",""relatedIdentifierValue"":""hicOkTdjU4kPSaocVsxkBlOHrYGu3hLm2tuqJA0jmY4""}]","[{""breakdownType"":""Sales"",""breakdownAmount"":{""currencyAmount"":6.15,""currencyCode"":""GBP""},""breakdowns"":[{""breakdownType"":""ProductCharges"",""breakdownAmount"":{""currencyAmount"":5.12,""currencyCode"":""GBP""},""breakdowns"":null},{""breakdownType"":""Tax"",""breakdownAmount"":{""currencyAmount"":1.03,""currencyCode"":""GBP""},""breakdowns"":null}]},{""breakdownType"":""Expenses"",""breakdownAmount"":{""currencyAmount"":-2.77,""currencyCode"":""GBP""},""breakdowns"":[{""breakdownType"":""DigitalServicesFee"",""breakdownAmount"":{""currencyAmount"":-0.06,""currencyCode"":""GBP""},""breakdowns"":[{""breakdownType"":""DigitalServicesFee"",""breakdownAmount"":{""currencyAmount"":-0.06,""currencyCode"":""GBP""},""breakdowns"":[{""breakdownType"":""Base"",""breakdownAmount"":{""currencyAmount"":-0.05,""currencyCode"":""GBP""},""breakdowns"":[]},{""breakdownType"":""Tax"",""breakdownAmount"":{""currencyAmount"":-0.01,""currencyCode"":""GBP""},""breakdowns"":[]}]}]},{""breakdownType"":""AmazonFees"",""breakdownAmount"":{""currencyAmount"":-2.71,""currencyCode"":""GBP""},""breakdowns"":[{""breakdownType"":""FBAPerUnitFulfillmentFee"",""breakdownAmount"":{""currencyAmount"":-1.75,""currencyCode"":""GBP""},""breakdowns"":[{""breakdownType"":""Base"",""breakdownAmount"":{""currencyAmount"":-1.46,""currencyCode"":""GBP""},""breakdowns"":[]},{""breakdownType"":""Tax"",""breakdownAmount"":{""currencyAmount"":-0.29,""currencyCode"":""GBP""},""breakdowns"":[]}]},{""breakdownType"":""Commission"",""breakdownAmount"":{""currencyAmount"":-0.96,""currencyCode"":""GBP""},""breakdowns"":[{""breakdownType"":""Base"",""breakdownAmount"":{""currencyAmount"":-0.8,""currencyCode"":""GBP""},""breakdowns"":[]},{""breakdownType"":""Tax"",""breakdownAmount"":{""currencyAmount"":-0.16,""currencyCode"":""GBP""},""breakdowns"":[]}]}]}]}]"
2026-02-17T23:26:43Z,Shipment,Na9ilyetswceqA765Bitj7dBP7XeRfwFtJeogKYRXRk,Order Payment,2.85,GBP,,,,"[{""relatedIdentifierName"":""FINANCIAL_EVENT_GROUP_ID"",""relatedIdentifierValue"":""Jr2fK4Tgr1HBu7ZEcSpKoeDGNYcOWciBhr-kQ1aLFJU""},{""relatedIdentifierName"":""SHIPMENT_ID"",""relatedIdentifierValue"":""106185470726302""},{""relatedIdentifierName"":""SETTLEMENT_ID"",""relatedIdentifierValue"":""26434792582""},{""relatedIdentifierName"":""ORDER_ID"",""relatedIdentifierValue"":""205-9873767-6297921""},{""relatedIdentifierName"":""DEFERRED_TRANSACTION_ID"",""relatedIdentifierValue"":""qICJCWA4wLNVxu9a6pivnNfZb2rpfQHbbmNj-P1nzKE""}]","[{""breakdownType"":""Sales"",""breakdownAmount"":{""currencyAmount"":5.57,""currencyCode"":""GBP""},""breakdowns"":[{""breakdownType"":""ProductCharges"",""breakdownAmount"":{""currencyAmount"":4.64,""currencyCode"":""GBP""},""breakdowns"":null},{""breakdownType"":""Tax"",""breakdownAmount"":{""currencyAmount"":0.93,""currencyCode"":""GBP""},""breakdowns"":null}]},{""breakdownType"":""Expenses"",""breakdownAmount"":{""currencyAmount"":-2.72,""currencyCode"":""GBP""},""breakdowns"":[{""breakdownType"":""DigitalServicesFee"",""breakdownAmount"":{""currencyAmount"":-0.04,""currencyCode"":""GBP""},""breakdowns"":[{""breakdownType"":""DigitalServicesFee"",""breakdownAmount"":{""currencyAmount"":-0.04,""currencyCode"":""GBP""},""breakdowns"":[{""breakdownType"":""Base"",""breakdownAmount"":{""currencyAmount"":-0.04,""currencyCode"":""GBP""},""breakdowns"":[]}]}]},{""breakdownType"":""AmazonFees"",""breakdownAmount"":{""currencyAmount"":-2.68,""currencyCode"":""GBP""},""breakdowns"":[{""breakdownType"":""FBAPerUnitFulfillmentFee"",""breakdownAmount"":{""currencyAmount"":-1.82,""currencyCode"":""GBP""},""breakdowns"":[{""breakdownType"":""Base"",""breakdownAmount"":{""currencyAmount"":-1.52,""currencyCode"":""GBP""},""breakdowns"":[]},{""breakdownType"":""Tax"",""breakdownAmount"":{""currencyAmount"":-0.3,""currencyCode"":""GBP""},""breakdowns"":[]}]},{""breakdownType"":""Commission"",""breakdownAmount"":{""currencyAmount"":-0.86,""currencyCode"":""GBP""},""breakdowns"":[{""breakdownType"":""Base"",""breakdownAmount"":{""currencyAmount"":-0.72,""currencyCode"":""GBP""},""breakdowns"":[]},{""breakdownType"":""Tax"",""breakdownAmount"":{""currencyAmount"":-0.14,""currencyCode"":""GBP""},""breakdowns"":[]}]}]}]}]"
2026-02-17T23:29:20Z,Shipment,gOMGXscahSpay-EQvGzIRzeG19I4gN_fLlkSSiMa30s,Order Payment,2.82,GBP,,,,"[{""relatedIdentifierName"":""FINANCIAL_EVENT_GROUP_ID"",""relatedIdentifierValue"":""Jr2fK4Tgr1HBu7ZEcSpKoeDGNYcOWciBhr-kQ1aLFJU""},{""relatedIdentifierName"":""SHIPMENT_ID"",""relatedIdentifierValue"":""106187657447302""},{""relatedIdentifierName"":""SETTLEMENT_ID"",""relatedIdentifierValue"":""26434792582""},{""relatedIdentifierName"":""ORDER_ID"",""relatedIdentifierValue"":""202-1807481-4468338""},{""relatedIdentifierName"":""DEFERRED_TRANSACTION_ID"",""relatedIdentifierValue"":""-p7bMAD5opgjfJgOFi97ZVbUd45nnhc6hVZSsm3slyw""}]","[{""breakdownType"":""Sales"",""breakdownAmount"":{""currencyAmount"":5.57,""currencyCode"":""GBP""},""breakdowns"":[{""breakdownType"":""ProductCharges"",""breakdownAmount"":{""currencyAmount"":4.64,""currencyCode"":""GBP""},""breakdowns"":null},{""breakdownType"":""Tax"",""breakdownAmount"":{""currencyAmount"":0.93,""currencyCode"":""GBP""},""breakdowns"":null}]},{""breakdownType"":""Expenses"",""breakdownAmount"":{""currencyAmount"":-2.75,""currencyCode"":""GBP""},""breakdowns"":[{""breakdownType"":""DigitalServicesFee"",""breakdownAmount"":{""currencyAmount"":-0.05,""currencyCode"":""GBP""},""breakdowns"":[{""breakdownType"":""DigitalServicesFee"",""breakdownAmount"":{""currencyAmount"":-0.05,""currencyCode"":""GBP""},""breakdowns"":[{""breakdownType"":""Base"",""breakdownAmount"":{""currencyAmount"":-0.04,""currencyCode"":""GBP""},""breakdowns"":[]},{""breakdownType"":""Tax"",""breakdownAmount"":{""currencyAmount"":-0.01,""currencyCode"":""GBP""},""breakdowns"":[]}]}]},{""breakdownType"":""AmazonFees"",""breakdownAmount"":{""currencyAmount"":-2.7,""currencyCode"":""GBP""},""breakdowns"":[{""breakdownType"":""FBAPerUnitFulfillmentFee"",""breakdownAmount"":{""currencyAmount"":-1.83,""currencyCode"":""GBP""},""breakdowns"":[{""breakdownType"":""Base"",""breakdownAmount"":{""currencyAmount"":-1.52,""currencyCode"":""GBP""},""breakdowns"":[]},{""breakdownType"":""Tax"",""breakdownAmount"":{""currencyAmount"":-0.31,""currencyCode"":""GBP""},""breakdowns"":[]}]},{""breakdownType"":""Commission"",""breakdownAmount"":{""currencyAmount"":-0.87,""currencyCode"":""GBP""},""breakdowns"":[{""breakdownType"":""Base"",""breakdownAmount"":{""currencyAmount"":-0.72,""currencyCode"":""GBP""},""breakdowns"":[]},{""breakdownType"":""Tax"",""breakdownAmount"":{""currencyAmount"":-0.15,""currencyCode"":""GBP""},""breakdowns"":[]}]}]}]}]"
2026-02-17T23:32:00Z,Shipment,_1qjWgcqimK8sOUi-_fstH-ThLT9mq7yiICmFgwet5s,Order Payment,4.74,GBP,,,,"[{""relatedIdentifierName"":""FINANCIAL_EVENT_GROUP_ID"",""relatedIdentifierValue"":""Jr2fK4Tgr1HBu7ZEcSpKoeDGNYcOWciBhr-kQ1aLFJU""},{""relatedIdentifierName"":""SHIPMENT_ID"",""relatedIdentifierValue"":""106142308100302""},{""relatedIdentifierName"":""SETTLEMENT_ID"",""relatedIdentifierValue"":""26434792582""},{""relatedIdentifierName"":""ORDER_ID"",""relatedIdentifierValue"":""203-6489581-8209952""},{""relatedIdentifierName"":""DEFERRED_TRANSACTION_ID"",""relatedIdentifierValue"":""aO9Mlm6PNBYmfhPbOtnoQZrV-7nDbh1KNPyA9MpW9jA""}]","[{""breakdownType"":""Sales"",""breakdownAmount"":{""currencyAmount"":7.99,""currencyCode"":""GBP""},""breakdowns"":[{""breakdownType"":""ProductCharges"",""breakdownAmount"":{""currencyAmount"":6.66,""currencyCode"":""GBP""},""breakdowns"":null},{""breakdownType"":""Tax"",""breakdownAmount"":{""currencyAmount"":1.33,""currencyCode"":""GBP""},""breakdowns"":null}]},{""breakdownType"":""Expenses"",""breakdownAmount"":{""currencyAmount"":-3.25,""currencyCode"":""GBP""},""breakdowns"":[{""breakdownType"":""DigitalServicesFee"",""breakdownAmount"":{""currencyAmount"":-0.06,""currencyCode"":""GBP""},""breakdowns"":[{""breakdownType"":""DigitalServicesFee"",""breakdownAmount"":{""currencyAmount"":-0.06,""currencyCode"":""GBP""},""breakdowns"":[{""breakdownType"":""Base"",""breakdownAmount"":{""currencyAmount"":-0.05,""currencyCode"":""GBP""},""breakdowns"":[]},{""breakdownType"":""Tax"",""breakdownAmount"":{""currencyAmount"":-0.01,""currencyCode"":""GBP""},""breakdowns"":[]}]}]},{""breakdownType"":""AmazonFees"",""breakdownAmount"":{""currencyAmount"":-3.19,""currencyCode"":""GBP""},""breakdowns"":[{""breakdownType"":""FBAPerUnitFulfillmentFee"",""breakdownAmount"":{""currencyAmount"":-1.95,""currencyCode"":""GBP""},""breakdowns"":[{""breakdownType"":""Base"",""breakdownAmount"":{""currencyAmount"":-1.62,""currencyCode"":""GBP""},""breakdowns"":[]},{""breakdownType"":""Tax"",""breakdownAmount"":{""currencyAmount"":-0.33,""currencyCode"":""GBP""},""breakdowns"":[]}]},{""breakdownType"":""Commission"",""breakdownAmount"":{""currencyAmount"":-1.24,""currencyCode"":""GBP""},""breakdowns"":[{""breakdownType"":""Base"",""breakdownAmount"":{""currencyAmount"":-1.04,""currencyCode"":""GBP""},""breakdowns"":[]},{""breakdownType"":""Tax"",""breakdownAmount"":{""currencyAmount"":-0.2,""currencyCode"":""GBP""},""breakdowns"":[]}]}]}]}]"
2026-02-17T23:41:18Z,Shipment,jIjo_Z10SWvmXhh61KncSDPbTTRoizVxAS9BhXgewwo,Order Payment,3.34,GBP,,,,"[{""relatedIdentifierName"":""FINANCIAL_EVENT_GROUP_ID"",""relatedIdentifierValue"":""Jr2fK4Tgr1HBu7ZEcSpKoeDGNYcOWciBhr-kQ1aLFJU""},{""relatedIdentifierName"":""SHIPMENT_ID"",""relatedIdentifierValue"":""106168459221302""},{""relatedIdentifierName"":""SETTLEMENT_ID"",""relatedIdentifierValue"":""26434792582""},{""relatedIdentifierName"":""ORDER_ID"",""relatedIdentifierValue"":""205-4897433-1069154""},{""relatedIdentifierName"":""DEFERRED_TRANSACTION_ID"",""relatedIdentifierValue"":""DzbvZKULv1m0efNKewXnIlMffnMYguviB8dgupuXM5Q""}]","[{""breakdownType"":""Sales"",""breakdownAmount"":{""currencyAmount"":6.09,""currencyCode"":""GBP""},""breakdowns"":[{""breakdownType"":""ProductCharges"",""breakdownAmount"":{""currencyAmount"":5.07,""currencyCode"":""GBP""},""breakdowns"":null},{""breakdownType"":""Tax"",""breakdownAmount"":{""currencyAmount"":1.02,""currencyCode"":""GBP""},""breakdowns"":null}]},{""breakdownType"":""Expenses"",""breakdownAmount"":{""currencyAmount"":-2.75,""currencyCode"":""GBP""},""breakdowns"":[{""breakdownType"":""DigitalServicesFee"",""breakdownAmount"":{""currencyAmount"":-0.06,""currencyCode"":""GBP""},""breakdowns"":[{""breakdownType"":""DigitalServicesFee"",""breakdownAmount"":{""currencyAmount"":-0.06,""currencyCode"":""GBP""},""breakdowns"":[{""breakdownType"":""Base"",""breakdownAmount"":{""currencyAmount"":-0.05,""currencyCode"":""GBP""},""breakdowns"":[]},{""breakdownType"":""Tax"",""breakdownAmount"":{""currencyAmount"":-0.01,""currencyCode"":""GBP""},""breakdowns"":[]}]}]},{""breakdownType"":""AmazonFees"",""breakdownAmount"":{""currencyAmount"":-2.69,""currencyCode"":""GBP""},""breakdowns"":[{""breakdownType"":""FBAPerUnitFulfillmentFee"",""breakdownAmount"":{""currencyAmount"":-1.75,""currencyCode"":""GBP""},""breakdowns"":[{""breakdownType"":""Base"",""breakdownAmount"":{""currencyAmount"":-1.46,""currencyCode"":""GBP""},""breakdowns"":[]},{""breakdownType"":""Tax"",""breakdownAmount"":{""currencyAmount"":-0.29,""currencyCode"":""GBP""},""breakdowns"":[]}]},{""breakdownType"":""Commission"",""breakdownAmount"":{""currencyAmount"":-0.94,""currencyCode"":""GBP""},""breakdowns"":[{""breakdownType"":""Base"",""breakdownAmount"":{""currencyAmount"":-0.79,""currencyCode"":""GBP""},""breakdowns"":[]},{""breakdownType"":""Tax"",""breakdownAmount"":{""currencyAmount"":-0.15,""currencyCode"":""GBP""},""breakdowns"":[]}]}]}]}]"
2026-02-17T23:43:42Z,Shipment,jCVvjaavlgorlmVrDvbmRGQAGtMt5dkD5V1mbJp-96Q,Order Payment,3.36,GBP,,,,"[{""relatedIdentifierName"":""FINANCIAL_EVENT_GROUP_ID"",""relatedIdentifierValue"":""Jr2fK4Tgr1HBu7ZEcSpKoeDGNYcOWciBhr-kQ1aLFJU""},{""relatedIdentifierName"":""SHIPMENT_ID"",""relatedIdentifierValue"":""106141956192302""},{""relatedIdentifierName"":""SETTLEMENT_ID"",""relatedIdentifierValue"":""26434792582""},{""relatedIdentifierName"":""ORDER_ID"",""relatedIdentifierValue"":""202-1567057-4966739""},{""relatedIdentifierName"":""DEFERRED_TRANSACTION_ID"",""relatedIdentifierValue"":""TGcWZo_HW4OJX2UFqhPWlDsgm0CytRnGxX91wJGnqI4""}]","[{""breakdownType"":""Sales"",""breakdownAmount"":{""currencyAmount"":5.5,""currencyCode"":""GBP""},""breakdowns"":[{""breakdownType"":""ProductCharges"",""breakdownAmount"":{""currencyAmount"":5.5,""currencyCode"":""GBP""},""breakdowns"":null}]},{""breakdownType"":""Expenses"",""breakdownAmount"":{""currencyAmount"":-2.14,""currencyCode"":""GBP""},""breakdowns"":[{""breakdownType"":""DigitalServicesFee"",""breakdownAmount"":{""currencyAmount"":-0.05,""currencyCode"":""GBP""},""breakdowns"":[{""breakdownType"":""DigitalServicesFee"",""breakdownAmount"":{""currencyAmount"":-0.05,""currencyCode"":""GBP""},""breakdowns"":[{""breakdownType"":""Base"",""breakdownAmount"":{""currencyAmount"":-0.04,""currencyCode"":""GBP""},""breakdowns"":[]},{""breakdownType"":""Tax"",""breakdownAmount"":{""currencyAmount"":-0.01,""currencyCode"":""GBP""},""breakdowns"":[]}]}]},{""breakdownType"":""AmazonFees"",""breakdownAmount"":{""currencyAmount"":-2.09,""currencyCode"":""GBP""},""breakdowns"":[{""breakdownType"":""FBAPerUnitFulfillmentFee"",""breakdownAmount"":{""currencyAmount"":-1.46,""currencyCode"":""GBP""},""breakdowns"":[{""breakdownType"":""Base"",""breakdownAmount"":{""currencyAmount"":-1.46,""currencyCode"":""GBP""},""breakdowns"":[]}]},{""breakdownType"":""Commission"",""breakdownAmount"":{""currencyAmount"":-0.63,""currencyCode"":""GBP""},""breakdowns"":[{""breakdownType"":""Base"",""breakdownAmount"":{""currencyAmount"":-0.53,""currencyCode"":""GBP""},""breakdowns"":[]},{""breakdownType"":""Tax"",""breakdownAmount"":{""currencyAmount"":-0.1,""currencyCode"":""GBP""},""breakdowns"":[]}]}]}]}]"
2026-02-17T23:49:08Z,Shipment,SbsKtsyH55ffydYUpikDk3mCE-eun9CVEwhwb3HfTew,Order Payment,17.9,GBP,,,,"[{""relatedIdentifierName"":""FINANCIAL_EVENT_GROUP_ID"",""relatedIdentifierValue"":""Jr2fK4Tgr1HBu7ZEcSpKoeDGNYcOWciBhr-kQ1aLFJU""},{""relatedIdentifierName"":""SHIPMENT_ID"",""relatedIdentifierValue"":""514817038784001""},{""relatedIdentifierName"":""SETTLEMENT_ID"",""relatedIdentifierValue"":""26434792582""},{""relatedIdentifierName"":""ORDER_ID"",""relatedIdentifierValue"":""204-8041799-0871558""},{""relatedIdentifierName"":""DEFERRED_TRANSACTION_ID"",""relatedIdentifierValue"":""Iv4ux_t-p2buJIhfviCXQbvtOQgG91pbS5_76Emzqhs""}]","[{""breakdownType"":""Sales"",""breakdownAmount"":{""currencyAmount"":24.99,""currencyCode"":""GBP""},""breakdowns"":[{""breakdownType"":""ProductCharges"",""breakdownAmount"":{""currencyAmount"":20.82,""currencyCode"":""GBP""},""breakdowns"":null},{""breakdownType"":""Tax"",""breakdownAmount"":{""currencyAmount"":4.17,""currencyCode"":""GBP""},""breakdowns"":null}]},{""breakdownType"":""Expenses"",""breakdownAmount"":{""currencyAmount"":-7.09,""currencyCode"":""GBP""},""breakdowns"":[{""breakdownType"":""AmazonFees"",""breakdownAmount"":{""currencyAmount"":-7.09,""currencyCode"":""GBP""},""breakdowns"":[{""breakdownType"":""FBAPerUnitFulfillmentFee"",""breakdownAmount"":{""currencyAmount"":-2.59,""currencyCode"":""GBP""},""breakdowns"":[{""breakdownType"":""Base"",""breakdownAmount"":{""currencyAmount"":-2.16,""currencyCode"":""GBP""},""breakdowns"":[]},{""breakdownType"":""Tax"",""breakdownAmount"":{""currencyAmount"":-0.43,""currencyCode"":""GBP""},""breakdowns"":[]}]},{""breakdownType"":""Commission"",""breakdownAmount"":{""currencyAmount"":-4.5,""currencyCode"":""GBP""},""breakdowns"":[{""breakdownType"":""Base"",""breakdownAmount"":{""currencyAmount"":-3.75,""currencyCode"":""GBP""},""breakdowns"":[]},{""breakdownType"":""Tax"",""breakdownAmount"":{""currencyAmount"":-0.75,""currencyCode"":""GBP""},""breakdowns"":[]}]}]}]}]"
