order_id,sku,currency,quantity,cogs_total
202-4925964-6033162,WX-L5UA-UB1Q,GBP,1,1.72
202-4932250-6957914,8R-E0Y9-0LAU,GBP,1,34.65
202-4957417-9021140,4F-HT42-FD26,GBP,2,6.66
202-4979931-3097931,EV-CHU5-XU3G,GBP,1,2.73
202-4989749-3253151,6V-EEC1-2S9Z,GBP,1,2.25
202-4995497-7561928,6V-EEC1-2S9Z,GBP,1,2.25
202-5006872-8168369,XE-YPAI-HX9F,GBP,1,4.58
202-5010958-0365123,H4-86XG-NLX6,GBP,1,3.25
202-5038540-2893946,EV-CHU5-XU3G,GBP,1,2.73
202-5046535-7958758,SU-5LQH-2DVN,GBP,1,2.19
202-5047957-8534752,6V-EEC1-2S9Z,GBP,1,2.25
202-5048531-4775526,6V-EEC1-2S9Z,GBP,1,2.25
202-5063133-3977929,EV-CHU5-XU3G,GBP,1,2.46
202-5063603-1376335,WX-L5UA-UB1Q,GBP,1,1.72
202-5075314-3309939,Z3-ORV9-K8XD,GBP,1,6.56
202-5086654-9801169,D7-MGBX-RX2P,GBP,1,2.43
202-5100614-2944342,WX-L5UA-UB1Q,GBP,1,1.72
202-5108561-1195505,NN-TSZ1-X2RD,GBP,1,3.79
202-5116495-7565931,8R-E0Y9-0LAU,GBP,1,34.65
202-5120345-6421157,6V-EEC1-2S9Z,GBP,1,2.25
202-5123866-5207508,A2-T2AC-TW3L,GBP,1,4.51
202-5125364-4009106,DC-K5WH-R7F5,GBP,1,0.68
202-5142792-9082757,XH-0LAE-FQO5,GBP,1,2.9
202-5148911-4961948,MW-9K5M-VKW8,GBP,1,13.65
202-5155395-1129131,WX-L5UA-UB1Q,GBP,1,1.72
202-5158373-4965157,L5-PF3B-WHU4,GBP,1,17.5
202-5164351-3358767,T8-6UWL-I3E1,GBP,1,1.48
202-5165154-0067540,6V-EEC1-2S9Z,GBP,1,2.25
202-5166369-5373106,6V-EEC1-2S9Z,GBP,1,2.25
202-5172952-0256311,NN-TSZ1-X2RD,GBP,1,3.79
202-5177748-2109938,WX-L5UA-UB1Q,GBP,1,1.72
202-5210858-4077123,ZV-RLOD-Q0JI,GBP,1,7.55
202-5211058-2900340,6V-EEC1-2S9Z,GBP,1,2.25
202-5229228-8763542,DC-K5WH-R7F5,GBP,1,0.68
202-5231509-5517111,0Z-Y60V-499R,GBP,1,1.92
202-5244428-9790760,N7-A24N-WJA7,GBP,1,3.01
202-5265779-7612343,WX-L5UA-UB1Q,GBP,1,1.72
202-5274476-3385128,N7-A24N-WJA7,GBP,1,3.01
202-5286068-2816350,6V-EEC1-2S9Z,GBP,2,4.5
202-5287721-9491542,Z3-ORV9-K8XD,GBP,1,6.56
202-5295040-3339502,Z7-26PV-O9LR,GBP,1,4.44
202-5301795-9833104,TU-8I14-25ZR,GBP,1,12.67
202-5309366-0840348,EV-CHU5-XU3G,GBP,1,2.73
202-5317076-7121903,DC-K5WH-R7F5,GBP,4,2.72
202-5339655-5165145,XY-UM2X-TPS3,GBP,1,4.57
202-5359688-3754703,VF-3T0K-DR5O,GBP,1,2.05
202-5376569-8596349,SR-6OBB-WC03,GBP,2,5.72
202-5383017-3820329,H4-86XG-NLX6,GBP,1,3.25
202-5396473-3778727,6V-EEC1-2S9Z,GBP,1,2.25
202-5396880-1801155,6V-EEC1-2S9Z,GBP,1,2.25
202-5403730-5390724,A2-T2AC-TW3L,GBP,1,4.51
202-5412900-2873132,6V-EEC1-2S9Z,GBP,1,2.25
202-5425363-5661128,A2-T2AC-TW3L,GBP,1,4.51
202-5429394-9641107,6V-EEC1-2S9Z,GBP,2,4.5
202-5437669-4425136,6V-EEC1-2S9Z,GBP,1,2.25
202-5442642-2437164,6V-EEC1-2S9Z,GBP,1,2.25
202-5443256-6636366,6V-EEC1-2S9Z,GBP,1,2.25
202-5446260-0451516,WX-L5UA-UB1Q,GBP,1,1.72
202-5450615-4826762,6V-EEC1-2S9Z,GBP,1,2.25
202-5462332-6462745,XH-0LAE-FQO5,GBP,1,2.9
202-5483849-9816350,6V-EEC1-2S9Z,GBP,1,2.25
202-5495408-3501137,SU-5LQH-2DVN,GBP,1,2.19
202-5506079-8915524,WX-L5UA-UB1Q,GBP,1,1.72
202-5509354-0405104,WX-L5UA-UB1Q,GBP,1,1.72
202-5520116-1524364,6V-EEC1-2S9Z,GBP,1,2.25
202-5544674-2695501,WX-L5UA-UB1Q,GBP,1,1.72
202-5551521-8468307,49-4UKW-G81R,GBP,1,3.04
202-5558603-8929930,4U-XT39-AMUJ,GBP,2,3.32
202-5568422-4160357,6V-EEC1-2S9Z,GBP,1,2.25
202-5569243-3881939,6V-EEC1-2S9Z,GBP,1,2.25
202-5582013-2989115,A2-T2AC-TW3L,GBP,1,4.51
202-5590594-4105109,6V-EEC1-2S9Z,GBP,2,4.5
202-5595557-5968366,R4-0AXZ-ZZ9D,GBP,1,4.85
202-5601966-3758712,SU-5LQH-2DVN,GBP,1,2.19
202-5603892-7281127,XH-OMMJ-C7MT,GBP,1,2.45
202-5611703-4626767,0H-5V53-GPG4,GBP,1,4.85
202-5612169-9460310,A2-T2AC-TW3L,GBP,1,4.51
202-5612674-9357150,XH-0LAE-FQO5,GBP,2,5.8
202-5629797-6892355,Z3-ORV9-K8XD,GBP,1,6.56
202-5631050-3156326,AX-NKNU-29C1,GBP,2,1.22
202-5637946-5368331,C6-XGZB-J6QA,GBP,1,2.75
202-5642732-9059503,WX-L5UA-UB1Q,GBP,1,1.72
202-5650285-0350702,VU-8KRA-QP5M,GBP,1,4.32
202-5653391-6225116,VF-3T0K-DR5O,GBP,1,2.05
202-5657489-2661902,6V-EEC1-2S9Z,GBP,1,2.25
202-5660924-7201127,DC-K5WH-R7F5,GBP,1,0.68
202-5665306-2754766,L3-ZQ8U-A7LQ,GBP,1,3.4
202-5671296-6641925,6V-EEC1-2S9Z,GBP,1,2.25
202-5674109-9490730,F7-PMJ2-SG6A,GBP,1,2.7
202-5681233-2063530,VF-3T0K-DR5O,GBP,1,2.05
202-5688258-4361957,A2-T2AC-TW3L,GBP,2,9.02
202-5690671-0973916,8R-E0Y9-0LAU,GBP,1,38.1
202-5697175-1132300,XH-0LAE-FQO5,GBP,1,2.9
202-5699157-9519503,WX-L5UA-UB1Q,GBP,1,1.72
202-5706345-5808326,MW-9K5M-VKW8,GBP,1,13.65
202-5724826-9337931,Z3-ORV9-K8XD,GBP,1,6.56
202-5736138-8398722,WX-L5UA-UB1Q,GBP,1,1.72
202-5752460-1953947,L3-ZQ8U-A7LQ,GBP,1,3.7
202-5752723-9899558,6V-EEC1-2S9Z,GBP,1,2.25
202-5766883-0363569,6V-EEC1-2S9Z,GBP,1,2.25
202-5766967-4389119,ZI-1MA2-8QGC,GBP,1,8.48
202-5773357-7676369,6V-EEC1-2S9Z,GBP,1,2.25
202-5795610-4352305,6V-EEC1-2S9Z,GBP,1,2.25
202-5805167-7221949,MW-9K5M-VKW8,GBP,1,13.65
202-5806759-0254753,6V-EEC1-2S9Z,GBP,1,2.25
202-5826938-2833104,GD-B8SW-1PCP,GBP,1,28.75
202-5831211-1105122,XE-YPAI-HX9F,GBP,1,4.58
202-5833165-2766769,EV-CHU5-XU3G,GBP,1,2.73
202-5837457-4821918,A2-T2AC-TW3L,GBP,1,4.51
202-5853326-9314760,EE-KTDC-KCFY,GBP,1,3.46
202-5861413-6892335,VF-3T0K-DR5O,GBP,1,2.05
202-5864549-3611522,WX-L5UA-UB1Q,GBP,1,1.72
202-5878837-5845156,3T-6QPR-E2MV,GBP,1,4.65
202-5899580-0186706,TJ-6LOP-OPEU,GBP,1,2.19
202-5905476-1486740,WX-L5UA-UB1Q,GBP,1,1.72
202-5930395-7369110,WX-L5UA-UB1Q,GBP,1,1.72
202-5936383-8562751,79-CPJ6-DSG6,GBP,1,13.65
202-5939101-3952308,6V-EEC1-2S9Z,GBP,1,2.25
202-5948125-9189927,SR-6OBB-WC03,GBP,1,2.86
202-5960031-7458745,Z7-26PV-O9LR,GBP,1,4.44
202-5970255-1872330,L3-ZQ8U-A7LQ,GBP,1,3.4
202-5973204-1836350,WX-L5UA-UB1Q,GBP,1,1.72
202-5990210-6077158,WX-L5UA-UB1Q,GBP,1,1.72
202-5995819-8189960,R7-98IN-2PW8,GBP,1,2.5
202-6002867-6529101,F7-PMJ2-SG6A,GBP,2,5.4
202-6003219-1276326,NN-TSZ1-X2RD,GBP,1,3.49
202-6010934-7449923,DC-K5WH-R7F5,GBP,2,1.36
202-6012348-0785129,WX-L5UA-UB1Q,GBP,1,1.72
202-6035039-1245958,T8-6UWL-I3E1,GBP,1,1.48
202-6051112-5137968,MW-9K5M-VKW8,GBP,1,13.65
202-6055655-3584310,NN-TSZ1-X2RD,GBP,1,3.99
202-6068930-6862715,A2-T2AC-TW3L,GBP,1,4.51
202-6071212-1761115,XH-0LAE-FQO5,GBP,3,8.7
202-6079115-4284316,6V-EEC1-2S9Z,GBP,1,2.25
202-6095309-8350747,6V-EEC1-2S9Z,GBP,1,2.25
202-6098497-4290721,VF-3T0K-DR5O,GBP,1,2.05
202-6106213-9882761,A2-T2AC-TW3L,GBP,1,4.51
202-6118809-3892341,6V-EEC1-2S9Z,GBP,1,2.25
202-6148916-6665904,VF-3T0K-DR5O,GBP,1,2.05
202-6164828-7590752,VF-3T0K-DR5O,GBP,1,2.05
202-6203773-3880342,EV-CHU5-XU3G,GBP,1,2.73
202-6224398-4135568,3X-EXDD-TD2K,GBP,1,20.51
202-6229810-4045138,RW-AZK6-O4M2,GBP,1,0.52
202-6239149-4855561,XH-0LAE-FQO5,GBP,2,5.8
202-6241048-1386729,6V-EEC1-2S9Z,GBP,1,2.25
202-6245735-1247567,8R-E0Y9-0LAU,GBP,1,34.65
202-6257191-0999539,EV-CHU5-XU3G,GBP,1,2.73
202-6261123-3517163,A2-T2AC-TW3L,GBP,1,4.51
202-6268649-9847525,SQ-7QYT-5D5B,GBP,1,1.5
202-6273815-4743514,VF-3T0K-DR5O,GBP,1,2.05
202-6278221-6415527,6P-IWYA-X18B,GBP,1,4.31
202-6292732-2099558,6V-EEC1-2S9Z,GBP,1,2.25
202-6294201-5065944,Z3-ORV9-K8XD,GBP,1,6.56
202-6302933-8662701,A2-T2AC-TW3L,GBP,1,4.51
202-6303330-2638734,SR-6OBB-WC03,GBP,4,11.44
202-6305708-4625122,LV-425G-BY4X,GBP,1,16.38
202-6313356-0991561,L5-PF3B-WHU4,GBP,1,17.5
202-6313614-9459563,A2-T2AC-TW3L,GBP,1,4.51
202-6314908-3549101,SR-6OBB-WC03,GBP,1,2.86
202-6325603-3645162,6V-EEC1-2S9Z,GBP,2,4.5
202-6335285-0893100,DC-K5WH-R7F5,GBP,1,0.68
202-6341581-1035555,DC-K5WH-R7F5,GBP,1,0.68
202-6349243-7696313,6V-EEC1-2S9Z,GBP,1,2.25
202-6353903-1109107,6V-EEC1-2S9Z,GBP,1,2.25
202-6355765-6295515,6V-EEC1-2S9Z,GBP,1,2.25
202-6358715-2873942,D7-MGBX-RX2P,GBP,1,2.43
202-6359439-1489937,6V-EEC1-2S9Z,GBP,1,2.25
202-6362272-3669955,6V-EEC1-2S9Z,GBP,1,2.25
202-6362451-4924300,VF-3T0K-DR5O,GBP,1,2.05
202-6365527-9257108,VU-8KRA-QP5M,GBP,1,4.32
202-6370978-0473169,WX-L5UA-UB1Q,GBP,1,1.72
202-6401427-1464328,WX-L5UA-UB1Q,GBP,1,1.72
202-6402150-7440325,VF-3T0K-DR5O,GBP,1,2.05
202-6404475-0325964,DC-K5WH-R7F5,GBP,1,0.68
202-6418850-9320310,9X-7TBD-NA16,GBP,1,1.99
202-6420325-4712300,A2-T2AC-TW3L,GBP,1,4.51
202-6424318-2432325,6V-EEC1-2S9Z,GBP,1,2.25
202-6434551-2193947,XH-0LAE-FQO5,GBP,1,2.9
202-6437553-2436327,6V-EEC1-2S9Z,GBP,1,2.25
202-6440980-2345945,WX-L5UA-UB1Q,GBP,1,1.72
202-6442385-3008319,K0-71JR-UNLF,GBP,1,2.44
202-6451716-0739503,81-3DY5-BFOR,GBP,1,7.64
202-6459401-0978741,3T-6QPR-E2MV,GBP,1,4.65
202-6464572-8395522,TU-8I14-25ZR,GBP,1,12.67
202-6471909-6415534,6V-EEC1-2S9Z,GBP,1,2.25
202-6474092-8271519,6V-EEC1-2S9Z,GBP,1,2.25
202-6481751-0942729,DC-K5WH-R7F5,GBP,2,1.36
202-6485517-8766760,6V-EEC1-2S9Z,GBP,1,2.25
202-6486892-0949138,6V-EEC1-2S9Z,GBP,2,4.5
202-6491875-1714709,WX-L5UA-UB1Q,GBP,1,1.72
202-6501123-0437102,LV-425G-BY4X,GBP,1,16.38
202-6512103-6200342,WX-L5UA-UB1Q,GBP,1,1.72
202-6519840-0084324,F7-PMJ2-SG6A,GBP,2,5.4
202-6520002-6573148,NN-TSZ1-X2RD,GBP,1,3.79
202-6520170-2876357,6V-EEC1-2S9Z,GBP,1,2.25
202-6531242-1637134,6V-EEC1-2S9Z,GBP,1,2.25
202-6535362-6036312,6V-EEC1-2S9Z,GBP,1,2.25
202-6535650-5856345,LV-425G-BY4X,GBP,1,16.38
202-6537657-1607526,6V-EEC1-2S9Z,GBP,1,2.25
202-6544854-0021119,SU-5LQH-2DVN,GBP,1,2.19
202-6557119-5807511,6V-EEC1-2S9Z,GBP,3,6.75
202-6570021-7177961,EV-CHU5-XU3G,GBP,1,2.73
202-6577416-4026740,DC-K5WH-R7F5,GBP,1,0.68
202-6585336-7162757,AX-NKNU-29C1,GBP,2,1.22
202-6586659-5511535,VF-3T0K-DR5O,GBP,1,2.05
202-6587988-9033913,A2-T2AC-TW3L,GBP,1,4.51
202-6593109-2923521,49-4UKW-G81R,GBP,1,3.04
202-6603789-9973135,8M-NHB7-T8TR,GBP,1,15.26
202-6610200-9847535,VU-8KRA-QP5M,GBP,1,4.32
202-6614593-7365936,A2-T2AC-TW3L,GBP,1,4.51
202-6617167-2516315,A2-T2AC-TW3L,GBP,1,4.51
202-6637266-3180334,WX-L5UA-UB1Q,GBP,1,1.72
202-6685261-8246721,DC-K5WH-R7F5,GBP,1,0.68
202-6686424-3151509,6V-EEC1-2S9Z,GBP,1,2.25
202-6689522-6929917,7L-OT45-7LYB,GBP,1,1.16
202-6696040-6233149,EE-KTDC-KCFY,GBP,1,3.46
202-6698042-5090715,6V-EEC1-2S9Z,GBP,2,4.5
202-6702039-8777168,6V-EEC1-2S9Z,GBP,1,2.25
202-6717461-4499538,79-CPJ6-DSG6,GBP,1,13.65
202-6721069-1136356,6V-EEC1-2S9Z,GBP,1,2.25
202-6728681-4395551,6V-EEC1-2S9Z,GBP,4,9.0
202-6732139-1605125,XE-YPAI-HX9F,GBP,1,4.58
202-6735443-5295524,3B-3H3V-Z93T,GBP,1,1.6
202-6735494-9401928,Z3-ORV9-K8XD,GBP,1,6.56
202-6745726-6581130,A2-T2AC-TW3L,GBP,1,4.51
202-6780698-5914753,6V-EEC1-2S9Z,GBP,1,2.25
202-6788809-0733918,Z3-ORV9-K8XD,GBP,1,6.56
202-6798350-9165906,6V-EEC1-2S9Z,GBP,1,2.25
202-6801355-3786728,6V-EEC1-2S9Z,GBP,1,2.25
202-6817376-3911564,WX-L5UA-UB1Q,GBP,1,1.72
202-6849037-1777118,6V-EEC1-2S9Z,GBP,1,2.25
202-6852876-6861920,VF-3T0K-DR5O,GBP,1,2.05
202-6854844-6545907,6V-EEC1-2S9Z,GBP,1,2.25
202-6856393-2117159,NN-TSZ1-X2RD,GBP,2,7.58
202-6883246-9004343,6V-EEC1-2S9Z,GBP,1,2.25
202-6889038-0217114,6V-EEC1-2S9Z,GBP,2,4.5
202-6896109-8662768,A2-T2AC-TW3L,GBP,1,4.51
202-6903917-7276314,6V-EEC1-2S9Z,GBP,1,2.1
202-6927077-9845945,C6-XGZB-J6QA,GBP,1,2.75
202-6929990-5281917,SR-6OBB-WC03,GBP,1,2.86
202-6931697-0675560,6V-EEC1-2S9Z,GBP,1,2.25
202-6948941-3379536,MY-KL21-NMV5,GBP,1,18.5
202-6954642-4861957,F7-PMJ2-SG6A,GBP,1,2.7
202-6958995-9577108,D7-MGBX-RX2P,GBP,1,2.43
202-6985254-5557122,DC-K5WH-R7F5,GBP,1,0.68
202-6994178-6437922,6V-EEC1-2S9Z,GBP,1,2.25
202-7011494-9472329,6V-EEC1-2S9Z,GBP,1,2.25
202-7019589-4369964,EE-KTDC-KCFY,GBP,1,3.46
202-7034233-0405944,6V-EEC1-2S9Z,GBP,1,2.25
202-7044127-5624323,L5-PF3B-WHU4,GBP,2,35.0
202-7050560-8377127,XH-0LAE-FQO5,GBP,1,2.9
202-7052844-9830711,F7-PMJ2-SG6A,GBP,1,2.7
202-7055105-4897160,XE-YPAI-HX9F,GBP,1,4.58
202-7055993-3200345,6V-EEC1-2S9Z,GBP,1,2.25
202-7087393-8621940,VF-3T0K-DR5O,GBP,1,2.05
202-7100877-6817925,6V-EEC1-2S9Z,GBP,1,2.25
202-7117058-9452305,SU-5LQH-2DVN,GBP,1,2.19
202-7132558-2053916,GA-9DTN-9O1E,GBP,1,18.18
202-7133281-0808328,F7-PMJ2-SG6A,GBP,1,2.7
202-7133688-0173112,6V-EEC1-2S9Z,GBP,1,2.25
202-7140419-7730704,WX-L5UA-UB1Q,GBP,1,1.72
202-7147799-5673927,8R-E0Y9-0LAU,GBP,1,34.65
202-7148658-2936339,EV-CHU5-XU3G,GBP,1,2.73
202-7153316-5975501,DC-K5WH-R7F5,GBP,1,0.68
202-7159111-3348340,XH-0LAE-FQO5,GBP,1,2.9
202-7162950-4599502,WX-L5UA-UB1Q,GBP,1,1.72
202-7171708-1241130,L3-ZQ8U-A7LQ,GBP,1,3.7
202-7183215-4543566,H4-86XG-NLX6,GBP,1,3.25
202-7194557-3943564,JB-RGB6-LZOJ,GBP,1,2.47
202-7200471-9668354,H4-86XG-NLX6,GBP,1,3.25
202-7211855-6548313,0H-5V53-GPG4,GBP,1,4.85
202-7213776-6679521,A2-T2AC-TW3L,GBP,1,4.51
202-7250955-2237941,WX-L5UA-UB1Q,GBP,1,1.72
202-7259900-7140347,3B-3H3V-Z93T,GBP,1,1.6
202-7270629-3842752,VU-8KRA-QP5M,GBP,1,4.32
202-7283638-2622753,VL-48KZ-J3F2,GBP,1,1.06
202-7286193-3480343,6V-EEC1-2S9Z,GBP,1,2.25
202-7291942-1558739,BQ-O3OI-FTJU,GBP,1,6.5
202-7309819-6057933,6V-EEC1-2S9Z,GBP,1,2.25
202-7312506-5145907,WX-L5UA-UB1Q,GBP,1,1.72
202-7322617-9563537,TJ-6LOP-OPEU,GBP,1,2.19
202-7329328-2763559,XH-0LAE-FQO5,GBP,1,2.9
202-7341207-8962749,VF-3T0K-DR5O,GBP,1,2.05
202-7341558-6385162,WX-L5UA-UB1Q,GBP,1,1.72
202-7343326-1828340,6V-EEC1-2S9Z,GBP,1,2.25
202-7344448-4988312,6V-EEC1-2S9Z,GBP,1,2.25
202-7369572-8803555,VF-3T0K-DR5O,GBP,1,2.05
202-7370982-2633957,6V-EEC1-2S9Z,GBP,1,2.25
202-7372519-5197160,VU-8KRA-QP5M,GBP,1,4.32
202-7375339-6565108,7L-OT45-7LYB,GBP,1,1.16
202-7380849-6200324,F7-PMJ2-SG6A,GBP,1,2.7
202-7390886-9564369,WX-L5UA-UB1Q,GBP,1,1.72
202-7400085-6135517,DC-K5WH-R7F5,GBP,1,0.68
202-7400377-1604308,F7-PMJ2-SG6A,GBP,1,2.7
202-7401583-9173962,F7-PMJ2-SG6A,GBP,1,2.7
202-7411843-0399548,PE-G94Y-4PYO,GBP,1,2.86
202-7413630-5241152,NN-TSZ1-X2RD,GBP,1,3.49
202-7428069-2008365,WX-L5UA-UB1Q,GBP,1,1.72
202-7429867-2281105,A2-T2AC-TW3L,GBP,1,4.51
202-7434904-0586728,6V-EEC1-2S9Z,GBP,1,2.25
202-7435591-9865158,WX-L5UA-UB1Q,GBP,2,3.44
202-7437988-3603545,TU-8I14-25ZR,GBP,1,12.67
202-7444111-9324369,A2-T2AC-TW3L,GBP,1,4.51
202-7444381-0684351,8L-INBX-OUTU,GBP,1,2.49
202-7459871-4061947,6V-EEC1-2S9Z,GBP,1,2.25
202-7461177-1832368,8R-E0Y9-0LAU,GBP,1,34.65
202-7463739-1716340,D7-MGBX-RX2P,GBP,1,2.43
202-7471624-2785116,XH-0LAE-FQO5,GBP,1,2.9
202-7473676-1001112,6V-EEC1-2S9Z,GBP,1,2.25
202-7479701-7109965,EV-CHU5-XU3G,GBP,1,2.73
202-7481825-2885126,Z3-ORV9-K8XD,GBP,1,6.56
202-7492014-5841140,EV-CHU5-XU3G,GBP,1,2.73
202-7500852-6598729,SU-5LQH-2DVN,GBP,1,2.19
202-7510010-5657941,Z9-FBUQ-EZN3,GBP,1,2.89
202-7513332-1685139,6V-EEC1-2S9Z,GBP,1,2.25
202-7520855-6560349,Z7-26PV-O9LR,GBP,1,4.44
202-7523172-7441926,6V-EEC1-2S9Z,GBP,1,2.25
202-7524801-5189150,WX-L5UA-UB1Q,GBP,1,1.72
202-7534245-8873942,6V-EEC1-2S9Z,GBP,3,6.75
202-7584918-0944334,LV-425G-BY4X,GBP,1,16.38
202-7588157-0544311,A2-T2AC-TW3L,GBP,1,4.51
202-7588829-4933167,N7-A24N-WJA7,GBP,1,3.01
202-7615599-6692331,VL-48KZ-J3F2,GBP,1,1.06
202-7625667-0661165,A2-T2AC-TW3L,GBP,1,4.51
202-7639678-8197107,6V-EEC1-2S9Z,GBP,1,2.25
202-7641103-4650751,F7-PMJ2-SG6A,GBP,1,2.7
202-7649952-7305938,6V-EEC1-2S9Z,GBP,1,2.25
202-7657407-2021944,DC-K5WH-R7F5,GBP,1,0.68
202-7657491-4143540,A2-T2AC-TW3L,GBP,1,4.51
202-7679421-9748354,6V-EEC1-2S9Z,GBP,1,2.25
202-7681525-9241154,6V-EEC1-2S9Z,GBP,1,2.25
202-7682096-6840307,DC-K5WH-R7F5,GBP,2,1.36
202-7696024-8478734,WX-L5UA-UB1Q,GBP,1,1.72
202-7696362-1389946,6V-EEC1-2S9Z,GBP,1,2.25
202-7700195-8141162,6V-EEC1-2S9Z,GBP,1,2.25
202-7702722-3350703,6V-EEC1-2S9Z,GBP,2,4.5
202-7704855-7817931,6V-EEC1-2S9Z,GBP,1,2.25
202-7705758-9089931,WX-L5UA-UB1Q,GBP,1,1.72
202-7722402-0113904,VF-3T0K-DR5O,GBP,1,2.05
202-7731013-1587558,EV-CHU5-XU3G,GBP,1,2.73
202-7753002-8341166,A2-T2AC-TW3L,GBP,1,4.51
202-7760287-7314742,6V-EEC1-2S9Z,GBP,2,4.5
202-7762806-2885118,3X-EXDD-TD2K,GBP,1,20.37
202-7799744-8410758,2G-AYBQ-TUQG,GBP,1,8.27
202-7800546-0433124,6V-EEC1-2S9Z,GBP,3,6.75
202-7807520-7168303,6V-EEC1-2S9Z,GBP,1,2.25
202-7808701-1453957,3B-3H3V-Z93T,GBP,1,1.6
202-7813016-8839540,VL-48KZ-J3F2,GBP,2,2.12
202-7815713-6541940,6V-EEC1-2S9Z,GBP,1,2.25
202-7828210-9098715,XH-0LAE-FQO5,GBP,3,8.7
202-7843204-9651530,3X-EXDD-TD2K,GBP,1,20.51
202-7863864-5703514,A2-T2AC-TW3L,GBP,1,4.51
202-7864093-4064300,A2-T2AC-TW3L,GBP,2,9.02
202-7883460-7564315,A2-T2AC-TW3L,GBP,1,4.51
202-7884448-4544313,6V-EEC1-2S9Z,GBP,1,2.25
202-7894337-5758711,6V-EEC1-2S9Z,GBP,1,2.25
202-7899146-5670742,A2-T2AC-TW3L,GBP,1,4.51
202-7902179-5145937,6V-EEC1-2S9Z,GBP,1,2.25
202-7902650-4999539,6V-EEC1-2S9Z,GBP,1,2.25
202-7902895-6117910,NN-TSZ1-X2RD,GBP,1,3.99
202-7925719-5142763,D2-8SPY-Q095,GBP,1,2.42
202-7938330-8582755,EV-CHU5-XU3G,GBP,1,2.73
202-7965086-9215511,NN-TSZ1-X2RD,GBP,1,3.79
202-7972291-0246762,6V-EEC1-2S9Z,GBP,1,2.25
202-7999193-4623526,6V-EEC1-2S9Z,GBP,1,2.25
202-8002427-3213959,Z7-26PV-O9LR,GBP,1,4.44
202-8009069-1457920,A2-T2AC-TW3L,GBP,1,4.51
202-8015450-3808332,2G-AYBQ-TUQG,GBP,1,8.27
202-8019674-4864307,6V-EEC1-2S9Z,GBP,1,2.25
202-8019874-5733104,NN-TSZ1-X2RD,GBP,1,3.79
202-8025672-2900349,WX-L5UA-UB1Q,GBP,1,1.72
202-8029078-3058757,WX-L5UA-UB1Q,GBP,1,1.72
202-8041431-6495515,XH-0LAE-FQO5,GBP,1,2.9
202-8057515-6896363,F7-PMJ2-SG6A,GBP,10,27.0
202-8066304-4336340,DC-K5WH-R7F5,GBP,1,0.68
202-8076362-4585924,F7-PMJ2-SG6A,GBP,1,2.7
202-8082867-5778764,6V-EEC1-2S9Z,GBP,1,2.25
202-8084185-9579553,EV-CHU5-XU3G,GBP,1,2.73
202-8097399-7302733,XH-0LAE-FQO5,GBP,1,2.9
202-8100274-8553134,6V-EEC1-2S9Z,GBP,1,2.25
202-8107812-5964367,SU-5LQH-2DVN,GBP,1,2.19
202-8111066-2630760,A2-T2AC-TW3L,GBP,1,4.51
202-8133676-9711523,6V-EEC1-2S9Z,GBP,1,2.25
202-8142215-9326736,EV-CHU5-XU3G,GBP,1,2.73
202-8143882-7165929,6V-EEC1-2S9Z,GBP,1,2.25
202-8159502-2013148,JB-RGB6-LZOJ,GBP,1,2.47
202-8164101-8353967,AF-KIHX-ANYY,GBP,1,0.84
202-8168667-2280356,WX-L5UA-UB1Q,GBP,1,1.72
202-8169168-7685166,0H-5V53-GPG4,GBP,1,4.85
202-8175544-4105902,D7-MGBX-RX2P,GBP,1,2.43
202-8177851-4655561,6V-EEC1-2S9Z,GBP,1,2.25
202-8182226-2529903,EV-CHU5-XU3G,GBP,1,2.73
202-8182340-7288350,6V-EEC1-2S9Z,GBP,1,2.25
202-8185610-9007510,EV-CHU5-XU3G,GBP,1,2.73
202-8214548-5875545,WX-L5UA-UB1Q,GBP,1,1.72
202-8219902-9157932,A2-T2AC-TW3L,GBP,1,4.51
202-8224932-7813148,DC-K5WH-R7F5,GBP,4,2.72
202-8225256-3133155,Z7-26PV-O9LR,GBP,1,4.44
202-8226513-7672361,EV-CHU5-XU3G,GBP,1,2.73
202-8298326-7208323,6V-EEC1-2S9Z,GBP,1,2.25
202-8298923-8974720,EV-CHU5-XU3G,GBP,1,2.73
202-8302697-5223512,6V-EEC1-2S9Z,GBP,1,2.1
202-8306208-9778713,02-7AZG-O0CV,GBP,1,0.59
202-8322445-7341963,6V-EEC1-2S9Z,GBP,1,2.25
202-8322770-8717938,EV-CHU5-XU3G,GBP,1,2.73
202-8329196-6345900,JV-D1TI-6UF6,GBP,1,3.6
202-8336860-9839553,EV-CHU5-XU3G,GBP,1,2.73
202-8339908-0762729,VF-3T0K-DR5O,GBP,1,2.05
202-8341429-7516310,Z7-26PV-O9LR,GBP,1,4.44
202-8345774-7357116,SU-5LQH-2DVN,GBP,1,2.01
202-8348302-4778741,WX-L5UA-UB1Q,GBP,1,1.72
202-8350969-5296341,6V-EEC1-2S9Z,GBP,1,2.25
202-8353291-6656345,JV-D1TI-6UF6,GBP,1,3.6
202-8358178-3680330,TU-8I14-25ZR,GBP,1,12.67
202-8359691-6864344,WX-L5UA-UB1Q,GBP,1,1.72
202-8360645-3932348,A2-T2AC-TW3L,GBP,1,4.51
202-8364826-8135523,I2-6YKQ-CIBP,GBP,2,7.92
202-8374447-2766752,NN-TSZ1-X2RD,GBP,1,3.79
